fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,density-kg/m^3,quality classification,Red,White
4.2,0.215,0.23,5.1,0.041,64.0,0.347926267281106,3.42,0.44,8.0,3,996.88,Mala,0,1
8.1,0.24,0.32,10.5,0.03,34.0,0.22811059907834103,3.11,0.42,11.8,6,994.07,Media,0,1
5.8,0.23,0.2,2.0,0.043,39.0,0.34101382488479265,3.21,0.39,10.2,6,992.26,Media,0,1
7.5,0.33,0.36,2.6,0.051,26.0,0.2764976958525346,3.32,0.53,12.7,6,990.97,Media,0,1
6.6,0.38,0.36,9.2,0.061,42.0,0.4792626728110599,3.31,0.56,9.4,5,997.6,Mala,0,1
6.4,0.15,0.29,1.8,0.044,21.0,0.2511520737327189,3.1,0.38,10.2,5,991.66,Mala,0,1
6.5,0.32,0.34,5.7,0.044,27.0,0.195852534562212,3.28,0.6,12.0,7,991.84,Media,0,1
7.5,0.22,0.32,2.4,0.045,29.0,0.21658986175115208,3.08,0.6,11.3,7,991.3499999999999,Media,0,1
6.4,0.23,0.32,1.9,0.038,40.0,0.25806451612903225,3.32,0.53,11.8,7,990.74,Media,0,1
6.1,0.22,0.31,1.4,0.039,40.0,0.2834101382488479,3.45,0.59,10.9,5,991.93,Mala,0,1
6.5,0.48,0.02,0.9,0.043,32.0,0.21428571428571427,3.14,0.47,9.8,4,992.26,Mala,0,1
6.6,0.23,0.3,4.6,0.06,29.0,0.34101382488479265,3.23,0.49,12.2,8,991.42,Alta,0,1
6.4,0.16,0.25,1.4,0.057,21.0,0.27419354838709675,3.23,0.44,11.1,7,990.91,Media,0,1
6.6,0.38,0.36,9.2,0.061,42.0,0.4792626728110599,3.31,0.56,9.4,5,997.6,Mala,0,1
7.4,0.16,0.32,1.4,0.065,23.0,0.3087557603686636,3.06,0.47,11.4,6,991.34,Media,0,1
6.4,0.15,0.29,1.8,0.044,21.0,0.2511520737327189,3.1,0.38,10.2,5,991.66,Mala,0,1
6.5,0.32,0.3,2.3,0.051,20.0,0.27880184331797236,3.13,0.52,12.8,6,989.64,Media,0,1
6.7,0.12,0.36,2.3,0.039,43.0,0.27419354838709675,3.07,0.67,10.1,7,992.29,Media,0,1
6.6,0.2,0.14,4.4,0.184,35.0,0.37327188940092165,2.93,0.45,9.4,6,993.9599999999999,Media,0,1
8.0,0.34,0.25,6.4,0.035,38.0,0.22350230414746544,2.91,0.23,12.2,6,991.48,Media,0,1
6.8,0.21,0.31,2.9,0.046,40.0,0.26497695852534564,3.07,0.65,10.9,7,991.3,Media,0,1
6.8,0.23,0.31,2.8,0.047,40.0,0.2672811059907834,3.06,0.64,10.9,7,991.26,Media,0,1
6.8,0.21,0.31,2.9,0.046,40.0,0.26497695852534564,3.07,0.65,10.9,7,991.3,Media,0,1
6.6,0.2,0.14,4.4,0.184,35.0,0.37327188940092165,2.93,0.45,9.4,6,993.9599999999999,Media,0,1
6.6,0.28,0.42,8.2,0.044,60.0,0.4377880184331797,3.14,0.48,9.4,5,995.62,Mala,0,1
7.8,0.25,0.37,1.0,0.043,10.0,0.17050691244239632,3.08,0.38,11.4,5,991.2800000000001,Mala,0,1
5.6,0.12,0.33,2.9,0.044,21.0,0.1543778801843318,3.17,0.32,12.9,8,988.9599999999999,Alta,0,1
6.6,0.28,0.41,7.0,0.046,59.0,0.43317972350230416,3.14,0.48,9.4,5,995.58,Mala,0,1
6.8,0.17,0.35,1.8,0.04,29.0,0.17972350230414746,2.91,0.57,12.0,7,989.61,Media,0,1
7.3,0.25,0.28,1.5,0.043,19.0,0.2465437788018433,3.38,0.56,10.1,6,993.38,Media,0,1
6.6,0.28,0.41,7.0,0.046,59.0,0.43317972350230416,3.14,0.48,9.4,5,995.58,Mala,0,1
6.6,0.28,0.42,8.2,0.044,60.0,0.4377880184331797,3.14,0.48,9.4,5,995.62,Mala,0,1
6.5,0.25,0.5,7.6,0.047,54.0,0.41013824884792627,3.17,0.45,9.2,5,995.72,Mala,0,1
6.3,0.24,0.35,2.3,0.039,43.0,0.23732718894009217,3.34,0.44,11.8,6,990.56,Media,0,1
6.8,0.32,0.32,8.7,0.029,31.0,0.22811059907834103,3.0,0.34,12.3,7,991.46,Media,0,1
7.8,0.25,0.37,1.0,0.043,10.0,0.17050691244239632,3.08,0.38,11.4,5,991.2800000000001,Mala,0,1
5.6,0.12,0.33,2.9,0.044,21.0,0.1543778801843318,3.17,0.32,12.9,8,988.9599999999999,Alta,0,1
6.6,0.24,0.28,6.7,0.032,26.0,0.195852534562212,3.13,0.32,12.3,6,991.72,Media,0,1
6.3,0.22,0.34,5.0,0.032,36.0,0.20046082949308755,3.27,0.36,13.5,7,990.12,Media,0,1
6.0,0.32,0.3,1.9,0.033,41.0,0.31336405529953915,3.29,0.42,12.8,7,989.12,Media,0,1
6.3,0.19,0.29,2.0,0.022,33.0,0.2073732718894009,3.04,0.54,12.8,7,989.02,Media,0,1
6.0,0.32,0.3,1.9,0.033,41.0,0.31336405529953915,3.29,0.42,12.8,7,989.12,Media,0,1
9.4,0.24,0.29,8.5,0.037,124.0,0.46543778801843316,2.9,0.38,11.0,3,993.95,Mala,0,1
6.4,0.35,0.28,12.6,0.039,19.0,0.271889400921659,3.2,0.43,10.6,6,995.39,Media,0,1
6.7,0.46,0.27,5.2,0.039,35.0,0.2073732718894009,3.16,0.44,12.4,7,991.29,Media,0,1
6.3,0.3,0.29,2.1,0.048,33.0,0.31336405529953915,3.22,0.46,12.9,7,989.56,Media,0,1
6.0,0.19,0.29,1.1,0.047,67.0,0.33640552995391704,3.54,0.59,11.1,7,991.6,Media,0,1
5.9,0.24,0.28,1.3,0.032,36.0,0.20506912442396313,3.08,0.64,12.9,7,988.8900000000001,Media,0,1
7.3,0.145,0.33,1.1,0.042,14.0,0.1336405529953917,3.1,0.37,11.8,7,990.12,Media,0,1
6.6,0.435,0.38,9.2,0.058,66.0,0.5460829493087558,3.23,0.54,9.1,6,998.33,Media,0,1
5.8,0.18,0.37,1.2,0.036,19.0,0.15668202764976957,3.09,0.49,12.7,7,988.53,Media,0,1
5.8,0.18,0.37,1.1,0.036,31.0,0.2073732718894009,3.16,0.48,12.0,6,989.42,Media,0,1
5.6,0.32,0.32,8.3,0.043,32.0,0.22811059907834103,3.24,0.47,11.2,6,992.66,Media,0,1
6.6,0.16,0.35,1.8,0.042,26.0,0.22811059907834103,3.19,0.75,12.4,7,989.62,Media,0,1
5.1,0.21,0.28,1.4,0.047,48.0,0.3271889400921659,3.5,0.49,10.4,5,991.68,Mala,0,1
7.5,0.29,0.36,15.7,0.05,29.0,0.271889400921659,3.06,0.54,10.4,5,996.8000000000001,Mala,0,1
6.0,0.26,0.33,4.35,0.04,15.0,0.17050691244239632,3.29,0.5,12.7,6,989.34,Media,0,1
5.7,0.26,0.3,1.8,0.039,30.0,0.22811059907834103,3.48,0.52,12.5,7,989.95,Media,0,1
7.1,0.17,0.31,1.6,0.037,15.0,0.22350230414746544,3.14,0.5,12.0,6,991.0,Media,0,1
6.9,0.17,0.3,2.0,0.047,13.0,0.2557603686635945,3.16,0.51,11.6,6,991.52,Media,0,1
6.8,0.25,0.28,5.0,0.035,42.0,0.2764976958525346,3.12,0.38,12.6,7,990.48,Media,0,1
6.6,0.17,0.28,1.8,0.042,62.0,0.39631336405529954,3.15,0.42,10.2,5,992.0400000000001,Mala,0,1
5.8,0.17,0.36,1.3,0.036,11.0,0.14746543778801843,3.43,0.68,10.4,7,992.02,Media,0,1
6.4,0.24,0.29,1.0,0.038,18.0,0.2672811059907834,3.3,0.42,11.5,5,990.6,Mala,0,1
6.7,0.21,0.34,1.4,0.049,36.0,0.24423963133640553,3.02,0.5,11.0,6,990.91,Media,0,1
6.7,0.23,0.33,8.1,0.048,45.0,0.391705069124424,3.11,0.52,10.1,6,994.72,Media,0,1
6.8,0.23,0.32,8.6,0.046,47.0,0.35253456221198154,3.08,0.52,10.5,6,994.52,Media,0,1
6.5,0.22,0.28,3.7,0.059,29.0,0.33410138248847926,3.23,0.41,12.1,7,991.7700000000001,Media,0,1
5.1,0.165,0.22,5.7,0.047,42.0,0.3225806451612903,3.18,0.55,9.9,6,993.4,Media,0,1
6.6,0.425,0.25,2.35,0.034,23.0,0.18663594470046083,3.05,0.41,11.4,6,990.82,Media,0,1
6.9,0.38,0.29,13.65,0.048,52.0,0.4216589861751152,3.0,0.6,9.5,6,997.8399999999999,Media,0,1
6.9,0.38,0.29,13.65,0.048,52.0,0.4216589861751152,3.0,0.6,9.5,6,997.8399999999999,Media,0,1
6.9,0.38,0.29,13.65,0.048,52.0,0.4216589861751152,3.0,0.6,9.5,6,997.8399999999999,Media,0,1
7.2,0.27,0.28,15.2,0.046,6.0,0.08064516129032258,3.17,0.39,10.9,6,996.6500000000001,Media,0,1
7.6,0.17,0.27,4.6,0.05,23.0,0.2119815668202765,3.08,0.47,9.5,6,994.22,Media,0,1
6.2,0.3,0.31,1.2,0.048,19.0,0.27419354838709675,3.32,0.54,12.6,6,989.99,Media,0,1
7.6,0.17,0.27,4.6,0.05,23.0,0.2119815668202765,3.08,0.47,9.5,6,994.22,Media,0,1
6.5,0.26,0.32,6.65,0.059,34.0,0.22580645161290322,3.18,0.42,11.1,5,992.54,Mala,0,1
6.9,0.36,0.28,13.55,0.048,51.0,0.4216589861751152,3.0,0.6,9.5,7,997.82,Media,0,1
6.9,0.38,0.29,13.65,0.048,52.0,0.4216589861751152,3.0,0.6,9.5,6,997.8399999999999,Media,0,1
6.8,0.18,0.24,9.8,0.058,64.0,0.41935483870967744,3.13,0.51,10.6,6,995.1999999999999,Media,0,1
6.7,0.18,0.24,10.3,0.057,64.0,0.41244239631336405,3.12,0.5,10.6,6,995.19,Media,0,1
6.6,0.16,0.21,6.7,0.055,43.0,0.347926267281106,3.15,0.52,10.8,6,993.8399999999999,Media,0,1
7.2,0.27,0.28,15.2,0.046,6.0,0.08064516129032258,3.17,0.39,10.9,6,996.6500000000001,Media,0,1
6.4,0.17,0.27,9.9,0.047,26.0,0.21889400921658986,3.34,0.5,9.9,6,995.9599999999999,Media,0,1
7.2,0.22,0.28,7.2,0.06,41.0,0.2903225806451613,3.08,0.59,11.3,6,993.5,Media,0,1
6.0,0.22,0.28,1.1,0.034,47.0,0.1935483870967742,3.22,0.38,12.6,6,988.62,Media,0,1
6.7,0.36,0.28,8.3,0.034,29.0,0.1728110599078341,2.96,0.39,12.5,6,991.51,Media,0,1
6.5,0.43,0.28,11.25,0.032,31.0,0.18663594470046083,3.02,0.38,12.4,6,992.1999999999999,Media,0,1
5.9,0.2,0.28,12.8,0.038,29.0,0.2903225806451613,3.31,0.57,11.8,7,994.26,Media,0,1
5.3,0.32,0.23,9.65,0.026,26.0,0.26036866359447003,3.18,0.53,12.2,6,991.68,Media,0,1
6.8,0.2,0.28,12.6,0.048,54.0,0.2995391705069124,3.19,0.37,10.7,6,995.56,Media,0,1
6.0,0.22,0.33,6.349076544223272,0.033,25.0,0.20967741935483872,3.17,0.42,11.3,7,993.56,Media,0,1
6.7,0.36,0.28,8.3,0.034,29.0,0.1728110599078341,2.96,0.39,12.5,6,991.51,Media,0,1
6.5,0.43,0.28,11.25,0.032,31.0,0.18663594470046083,3.02,0.38,12.4,6,992.1999999999999,Media,0,1
7.1,0.18,0.49,1.3,0.033,12.0,0.15207373271889402,3.05,0.53,11.3,7,990.72,Media,0,1
6.4,0.17,0.27,9.9,0.047,26.0,0.21889400921658986,3.34,0.5,9.9,6,995.9599999999999,Media,0,1
7.2,0.22,0.28,7.2,0.06,41.0,0.2903225806451613,3.08,0.59,11.3,6,993.5,Media,0,1
6.0,0.22,0.28,1.1,0.034,47.0,0.1935483870967742,3.22,0.38,12.6,6,988.62,Media,0,1
6.0,0.2,0.26,1.1,0.033,38.0,0.14055299539170507,3.14,0.38,11.5,6,989.54,Media,0,1
7.6,0.2,0.26,4.8,0.033,26.0,0.16129032258064516,2.98,0.49,12.3,7,990.76,Media,0,1
6.2,0.3,0.21,1.1,0.032,31.0,0.24193548387096775,2.97,0.42,12.2,6,988.9,Media,0,1
6.0,0.29,0.25,1.4,0.033,30.0,0.2488479262672811,3.08,0.43,13.2,6,987.94,Media,0,1
6.6,0.18,0.28,1.7,0.041,53.0,0.35714285714285715,3.13,0.45,10.2,6,992.07,Media,0,1
7.0,0.22,0.28,10.6,0.039,32.0,0.2557603686635945,3.05,0.55,11.5,7,993.5500000000001,Media,0,1
6.0,0.29,0.25,1.4,0.033,30.0,0.2488479262672811,3.08,0.43,13.2,6,987.94,Media,0,1
6.2,0.3,0.21,1.1,0.032,31.0,0.24193548387096775,2.97,0.42,12.2,6,988.9,Media,0,1
5.6,0.15,0.26,5.55,0.051,51.0,0.3064516129032258,3.47,0.5,11.0,6,993.36,Media,0,1
6.9,0.28,0.24,2.1,0.034,49.0,0.26497695852534564,2.98,0.43,13.2,7,988.82,Media,0,1
5.9,0.19,0.21,1.7,0.045,57.0,0.29723502304147464,3.32,0.44,9.5,5,993.41,Mala,0,1
7.8,0.22,0.26,9.0,0.047,38.0,0.2903225806451613,3.25,0.53,10.2,6,997.0,Media,0,1
6.6,0.18,0.28,1.7,0.041,53.0,0.35714285714285715,3.13,0.45,10.2,6,992.07,Media,0,1
7.0,0.4,0.25,1.8,0.05,51.0,0.4216589861751152,3.0,0.55,11.4,6,991.74,Media,0,1
6.1,0.28,0.27,4.7,0.03,56.0,0.3087557603686636,3.16,0.42,12.5,8,990.42,Alta,0,1
7.6,0.36,0.49,11.3,0.046,87.0,0.49539170506912444,3.01,0.43,9.2,5,998.4,Mala,0,1
6.5,0.28,0.34,3.6,0.04,29.0,0.26497695852534564,3.28,0.48,12.1,7,991.11,Media,0,1
6.9,0.19,0.35,6.9,0.045,51.0,0.27419354838709675,3.1,0.44,10.7,7,993.3,Media,0,1
6.5,0.28,0.34,3.6,0.04,29.0,0.26497695852534564,3.28,0.48,12.1,7,991.11,Media,0,1
6.4,0.22,0.32,4.9,0.046,50.0,0.3456221198156682,3.38,0.55,11.2,6,993.1600000000001,Media,0,1
6.8,0.23,0.3,6.95,0.044,42.0,0.3986175115207373,3.25,0.56,10.6,6,994.6,Media,0,1
6.4,0.32,0.31,1.9,0.037,34.0,0.2764976958525346,3.06,0.45,11.8,6,990.0,Media,0,1
6.1,0.28,0.27,4.7,0.03,56.0,0.3087557603686636,3.16,0.42,12.5,8,990.42,Alta,0,1
7.6,0.36,0.49,11.3,0.046,87.0,0.49539170506912444,3.01,0.43,9.2,5,998.4,Mala,0,1
8.8,0.39,0.35,1.8,0.096,22.0,0.17050691244239632,2.95,0.54,12.6,6,990.1600000000001,Media,0,1
6.6,0.24,0.3,11.3,0.026,11.0,0.16359447004608296,3.13,0.55,12.8,7,993.81,Media,0,1
6.9,0.29,0.3,8.2,0.026,35.0,0.24423963133640553,3.0,0.37,12.3,6,991.4399999999999,Media,0,1
6.9,0.28,0.3,8.3,0.026,37.0,0.2465437788018433,2.99,0.38,12.3,8,991.39,Alta,0,1
6.7,0.38,0.26,9.55,0.036,35.0,0.195852534562212,2.98,0.37,12.4,6,991.9,Media,0,1
8.0,0.28,0.3,8.4,0.03,35.0,0.2511520737327189,2.93,0.42,12.3,6,991.9200000000001,Media,0,1
6.5,0.25,0.45,7.8,0.048,52.0,0.41935483870967744,3.2,0.53,9.1,5,995.76,Mala,0,1
6.6,0.26,0.46,7.8,0.047,48.0,0.4147465437788018,3.2,0.54,9.1,5,995.8000000000001,Mala,0,1
7.4,0.29,0.28,10.2,0.032,43.0,0.30414746543778803,3.1,0.47,10.6,6,995.1,Media,0,1
6.3,0.19,0.29,5.5,0.042,44.0,0.4216589861751152,3.19,0.47,10.3,6,993.0400000000001,Media,0,1
6.1,0.33,0.32,7.8,0.052,52.0,0.4078341013824885,3.39,0.65,9.5,5,996.5699999999999,Mala,0,1
5.6,0.32,0.33,7.4,0.037,25.0,0.20506912442396313,3.25,0.49,11.1,6,992.6800000000001,Media,0,1
7.7,0.46,0.18,3.3,0.054,18.0,0.315668202764977,3.12,0.51,10.8,6,993.9200000000001,Media,0,1
8.8,0.19,0.3,5.0,0.028,34.0,0.2626728110599078,2.94,0.47,11.2,5,992.42,Mala,0,1
7.7,0.46,0.18,3.3,0.054,18.0,0.315668202764977,3.12,0.51,10.8,6,993.9200000000001,Media,0,1
8.8,0.27,0.25,5.0,0.024,52.0,0.21428571428571427,2.87,0.49,11.4,5,992.5,Mala,0,1
5.8,0.18,0.28,1.3,0.034,9.0,0.20276497695852536,3.21,0.52,11.2,6,990.9200000000001,Media,0,1
5.8,0.15,0.32,1.2,0.037,14.0,0.26036866359447003,3.19,0.5,10.2,6,991.37,Media,0,1
5.6,0.32,0.33,7.4,0.037,25.0,0.20506912442396313,3.25,0.49,11.1,6,992.6800000000001,Media,0,1
6.1,0.33,0.32,7.8,0.052,52.0,0.4078341013824885,3.39,0.65,9.5,5,996.5699999999999,Mala,0,1
7.1,0.32,0.3,9.9,0.041,63.0,0.42857142857142855,3.12,0.49,10.2,6,996.42,Media,0,1
6.2,0.23,0.35,0.7,0.051,24.0,0.24193548387096775,3.37,0.43,11.0,3,991.6,Mala,0,1
8.9,0.3,0.35,4.6,0.032,32.0,0.3271889400921659,3.15,0.45,11.5,7,994.58,Media,0,1
6.0,0.14,0.17,5.6,0.036,37.0,0.27880184331797236,3.05,0.57,9.8,6,993.73,Media,0,1
6.8,0.24,0.29,9.5,0.042,56.0,0.347926267281106,3.11,0.51,10.1,6,995.86,Media,0,1
6.7,0.21,0.48,14.8,0.05,31.0,0.43548387096774194,2.95,0.75,8.8,6,999.42,Media,0,1
8.9,0.3,0.35,4.6,0.032,32.0,0.3271889400921659,3.15,0.45,11.5,7,994.58,Media,0,1
6.1,0.3,0.3,2.1,0.031,50.0,0.3617511520737327,3.39,0.43,12.7,7,989.5,Media,0,1
7.2,0.37,0.4,11.6,0.032,34.0,0.4792626728110599,3.1,0.51,9.8,6,996.3,Media,0,1
6.7,0.64,0.3,1.2,0.03,18.0,0.16129032258064516,3.16,0.6,12.9,4,989.1999999999999,Mala,0,1
7.2,0.37,0.4,11.6,0.032,34.0,0.4792626728110599,3.1,0.51,9.8,6,996.3,Media,0,1
6.1,0.3,0.3,2.1,0.031,50.0,0.3617511520737327,3.39,0.43,12.7,7,989.5,Media,0,1
7.6,0.28,0.49,20.15,0.06,30.0,0.32027649769585254,3.01,0.44,8.5,5,993.9111841559518,Mala,0,1
6.3,0.29,0.28,4.7,0.059,28.0,0.1728110599078341,3.24,0.56,12.7,8,990.36,Alta,0,1
6.2,0.28,0.28,4.3,0.026,22.0,0.22811059907834103,2.98,0.64,13.1,8,989.0,Alta,0,1
7.1,0.18,0.39,14.5,0.051,48.0,0.3456221198156682,3.35,0.78,9.1,5,999.4699999999999,Mala,0,1
6.4,0.32,0.27,4.9,0.034,18.0,0.2672811059907834,3.36,0.71,12.5,6,991.6,Media,0,1
7.1,0.17,0.4,14.55,0.047,47.0,0.3456221198156682,3.34,0.78,9.1,6,999.4499999999999,Media,0,1
7.1,0.17,0.4,14.55,0.047,47.0,0.3456221198156682,3.34,0.78,9.1,6,999.4499999999999,Media,0,1
5.8,0.24,0.26,10.05,0.039,63.0,0.35944700460829493,3.33,0.5,11.2,6,993.75,Media,0,1
6.4,0.32,0.27,4.9,0.034,18.0,0.2672811059907834,3.36,0.71,12.5,6,991.6,Media,0,1
7.1,0.18,0.39,14.5,0.051,48.0,0.3456221198156682,3.35,0.78,9.1,5,999.4699999999999,Mala,0,1
7.1,0.17,0.4,14.55,0.047,47.0,0.3456221198156682,3.34,0.78,9.1,6,999.4499999999999,Media,0,1
7.1,0.18,0.39,15.25,0.047,45.0,0.35023041474654376,3.34,0.77,9.1,6,999.46,Media,0,1
7.8,0.29,0.29,3.15,0.044,41.0,0.2557603686635945,3.24,0.35,11.5,5,991.53,Mala,0,1
6.2,0.255,0.27,1.3,0.037,30.0,0.18433179723502305,3.05,0.59,12.9,7,988.34,Media,0,1
8.2,0.34,0.29,5.2,0.076,19.0,0.19815668202764977,2.95,0.39,12.5,6,991.38,Media,0,1
6.5,0.24,0.28,1.1,0.034,26.0,0.1774193548387097,3.25,0.33,12.3,6,989.2800000000001,Media,0,1
6.9,0.24,0.23,7.1,0.041,20.0,0.20967741935483872,3.1,0.85,11.4,6,992.46,Media,0,1
6.7,0.4,0.22,8.8,0.052,24.0,0.2465437788018433,3.22,0.45,9.4,5,995.76,Mala,0,1
6.7,0.3,0.44,18.5,0.057,65.0,0.5023041474654378,3.11,0.53,9.1,5,999.5600000000001,Mala,0,1
6.7,0.4,0.22,8.8,0.052,24.0,0.2465437788018433,3.22,0.45,9.4,5,995.76,Mala,0,1
6.8,0.17,0.32,1.4,0.04,35.0,0.2304147465437788,3.16,0.66,12.0,5,990.26,Mala,0,1
7.1,0.25,0.28,1.2,0.04,31.0,0.24193548387096775,3.18,0.53,11.1,5,991.74,Mala,0,1
5.9,0.27,0.27,5.0,0.035,14.0,0.20967741935483872,3.1,0.33,11.8,7,990.58,Media,0,1
6.0,0.16,0.22,1.6,0.042,36.0,0.2304147465437788,3.24,0.32,11.4,6,990.5,Media,0,1
6.7,0.3,0.44,18.75,0.057,65.0,0.5023041474654378,3.11,0.53,9.1,5,999.5600000000001,Mala,0,1
6.6,0.15,0.32,6.0,0.033,59.0,0.28110599078341014,3.19,0.71,12.1,8,991.9200000000001,Alta,0,1
7.3,0.34,0.3,9.4,0.057,34.0,0.39631336405529954,3.15,0.44,10.4,6,995.54,Media,0,1
6.0,0.17,0.29,9.7,0.044,33.0,0.2119815668202765,3.12,0.36,9.2,6,995.36,Media,0,1
6.7,0.47,0.29,4.75,0.034,29.0,0.29493087557603687,3.29,0.46,13.0,7,990.56,Media,0,1
6.6,0.15,0.32,6.0,0.033,59.0,0.28110599078341014,3.19,0.71,12.1,8,991.9200000000001,Alta,0,1
6.6,0.21,0.29,5.35,0.029,43.0,0.2304147465437788,2.93,0.43,11.5,7,991.12,Media,0,1
6.6,0.21,0.29,5.35,0.029,43.0,0.2304147465437788,2.93,0.43,11.5,7,991.12,Media,0,1
8.0,0.24,0.48,6.8,0.047,13.0,0.29493087557603687,3.23,0.7,10.0,5,996.1600000000001,Mala,0,1
5.6,0.34,0.3,6.9,0.038,23.0,0.1912442396313364,3.25,0.49,11.1,6,992.66,Media,0,1
5.8,0.54,0.0,1.4,0.033,40.0,0.23271889400921658,3.26,0.35,12.4,5,989.18,Mala,0,1
7.3,0.23,0.24,0.9,0.031,29.0,0.18433179723502305,2.9,0.38,12.2,6,989.26,Media,0,1
6.0,0.39,0.13,1.2,0.042,60.0,0.3824884792626728,3.06,0.52,10.6,5,991.14,Mala,0,1
6.1,0.105,0.31,1.3,0.037,55.0,0.32027649769585254,3.41,0.41,11.1,7,991.1999999999999,Media,0,1
5.8,0.32,0.2,2.6,0.027,17.0,0.2695852534562212,3.36,0.78,13.9,7,989.36,Media,0,1
7.6,0.22,0.28,12.0,0.056,68.0,0.315668202764977,2.99,0.3,9.2,6,998.3,Media,0,1
6.8,0.19,0.4,9.85,0.055,41.0,0.22350230414746544,2.98,0.56,10.5,6,995.3199999999999,Media,0,1
6.7,0.24,0.3,3.85,0.042,105.0,0.3986175115207373,3.04,0.59,11.3,8,991.8900000000001,Alta,0,1
6.8,0.17,0.34,2.0,0.04,38.0,0.24193548387096775,3.24,0.45,12.9,6,990.0,Media,0,1
6.2,0.3,0.31,1.6,0.035,40.0,0.2304147465437788,3.26,0.39,12.9,7,989.14,Media,0,1
6.9,0.29,0.41,7.8,0.046,52.0,0.38018433179723504,3.12,0.51,9.6,5,995.37,Mala,0,1
6.8,0.19,0.34,1.9,0.04,41.0,0.2350230414746544,3.25,0.45,12.9,6,990.0,Media,0,1
6.8,0.17,0.34,2.0,0.04,38.0,0.24193548387096775,3.24,0.45,12.9,6,990.0,Media,0,1
6.6,0.24,0.27,10.3,0.047,54.0,0.49078341013824883,3.04,0.45,8.8,5,997.42,Mala,0,1
6.6,0.16,0.36,1.1,0.031,27.0,0.20046082949308755,3.23,0.34,13.2,8,988.84,Alta,0,1
7.6,0.22,0.28,12.0,0.056,68.0,0.315668202764977,2.99,0.3,9.2,6,998.3,Media,0,1
6.7,0.24,0.3,3.85,0.042,105.0,0.3986175115207373,3.04,0.59,11.3,8,991.8900000000001,Alta,0,1
6.8,0.19,0.4,9.85,0.055,41.0,0.22350230414746544,2.98,0.56,10.5,6,995.3199999999999,Media,0,1
6.7,0.16,0.36,2.0,0.045,24.0,0.2880184331797235,3.3,0.59,10.5,6,992.8399999999999,Media,0,1
6.5,0.3,0.27,4.0,0.038,37.0,0.20967741935483872,3.2,0.6,12.6,8,990.26,Alta,0,1
6.5,0.22,0.19,1.1,0.064,36.0,0.42626728110599077,3.05,0.5,9.5,6,992.97,Media,0,1
6.2,0.36,0.45,10.4,0.06,22.0,0.41013824884792627,3.31,0.56,9.8,6,997.11,Media,0,1
6.2,0.37,0.24,6.1,0.032,19.0,0.18433179723502305,3.04,0.26,13.4,8,989.34,Alta,0,1
7.6,0.31,0.24,1.8,0.037,39.0,0.3317972350230415,3.05,0.44,11.8,7,991.3,Media,0,1
6.2,0.36,0.45,10.4,0.06,22.0,0.41013824884792627,3.31,0.56,9.8,6,997.11,Media,0,1
5.9,0.32,0.28,4.7,0.039,34.0,0.20276497695852536,3.22,0.57,13.1,7,989.64,Media,0,1
6.5,0.3,0.27,4.0,0.038,37.0,0.20967741935483872,3.2,0.6,12.6,8,990.26,Alta,0,1
5.8,0.22,0.3,1.1,0.047,36.0,0.2880184331797235,3.26,0.45,10.4,5,992.0,Mala,0,1
5.4,0.45,0.27,6.4,0.033,20.0,0.22119815668202766,3.22,0.27,13.4,8,989.4399999999999,Alta,0,1
6.1,0.36,0.26,8.15,0.035,14.0,0.1889400921658986,3.06,0.27,13.0,7,990.3100000000001,Media,0,1
6.2,0.37,0.24,6.1,0.032,19.0,0.18433179723502305,3.04,0.26,13.4,8,989.34,Alta,0,1
7.5,0.21,0.32,4.8,0.056,39.0,0.2465437788018433,3.11,0.52,10.2,7,993.93,Media,0,1
6.9,0.28,0.33,1.2,0.039,16.0,0.2119815668202765,3.07,0.39,11.7,6,990.4,Media,0,1
6.5,0.22,0.19,1.1,0.064,36.0,0.42626728110599077,3.05,0.5,9.5,6,992.97,Media,0,1
7.8,0.2,0.2,1.4,0.036,25.0,0.1774193548387097,3.03,0.46,11.7,6,990.88,Media,0,1
6.7,0.28,0.31,7.4,0.041,7.0,0.1728110599078341,3.04,0.47,11.4,8,992.54,Alta,0,1
7.6,0.31,0.24,1.8,0.037,39.0,0.3317972350230415,3.05,0.44,11.8,7,991.3,Media,0,1
8.0,0.2,0.44,1.0,0.057,24.0,0.24193548387096775,3.09,0.32,11.2,6,991.58,Media,0,1
6.0,0.28,0.27,15.5,0.036,31.0,0.29493087557603687,3.19,0.44,13.0,7,994.0799999999999,Media,0,1
6.0,0.28,0.27,15.5,0.036,31.0,0.29493087557603687,3.19,0.44,13.0,7,994.0799999999999,Media,0,1
6.7,0.24,0.36,8.4,0.042,42.0,0.2695852534562212,3.34,0.52,10.9,6,994.73,Media,0,1
6.3,0.22,0.28,2.4,0.042,38.0,0.22119815668202766,3.14,0.37,11.6,7,989.98,Media,0,1
6.0,0.24,0.28,3.95,0.038,61.0,0.29493087557603687,3.3,0.54,11.3,7,991.46,Media,0,1
7.7,0.43,1.0,19.95,0.032,42.0,0.3640552995391705,3.29,0.5,12.0,6,997.42,Media,0,1
6.4,0.3,0.36,2.0,0.052,18.0,0.31105990783410137,3.38,0.53,10.5,6,992.73,Media,0,1
